# Orbital elements in MPCORB format: the 242 numbered minor
# planets with H <= 8.6 among numbers 1-2241
# -- the prefix of MPCORB.DAT that the pipe in README.md downloads.
# Every object that can reach magnitude 10, the generator's publication
# cut, is a low-numbered main-belt asteroid; out beyond Jupiter it
# would take H < 2 to get there.
# Source: https://www.minorplanetcenter.net/iau/MPCORB/MPCORB.DAT
# (Minor Planet Center), elements for epoch 2026-06-09.
# Regenerate: see README.md.
00021    7.48  0.15 K2669 298.77265  249.88024   80.83859    3.06446  0.1647703  0.25948242   2.4344307  0 E2026-LA2  6248  82 1866-2026 0.69 M-v 3Ek MPCLINUX   0000     (21) Lutetia            20260614
00022    6.79  0.15 K2669 350.32839  358.31242   65.96537   13.70213  0.0988425  0.19863298   2.9091658  0 MPO980521 11782  88 1854-2026 0.47 M-v 3Ek MPCORBFIT  0000     (22) Kalliope           20260119
00023    7.07  0.15 K2669 216.40252   61.67082   66.47956   10.10773  0.2313135  0.23126080   2.6286617  0 E2026-O03  4848  73 1856-2026 0.69 M-v 3Ek MPCORBFIT  0000     (23) Thalia             20260715
00024    7.21  0.15 K2669  92.01695  109.22177   36.39075    0.73662  0.1153800  0.17679938   3.1439977  0 E2026-O30  5508  96 1853-2026 0.82 M-v 3Ek MPCORBFIT  0000     (24) Themis             20260719
00025    7.88  0.15 K2669 142.12240   90.32439  214.06372   21.59941  0.2537701  0.26489695   2.4011433  0 MPO980521  6183  75 1860-2026 0.71 M-v 3Ek MPCORBFIT  0000     (25) Phocaea            20260412
00026    7.48  0.15 K2669 335.10351  196.12059   45.68414    3.55454  0.0887077  0.22781786   2.6550796  0 E2026-N08  3940  88 1861-2026 0.81 M-v 3Ek MPCORBFIT  0000     (26) Proserpina         20260704
00027    7.03  0.15 K2669 327.72448  356.61325   94.76703    1.58332  0.1715624  0.27413635   2.3468841  0 MPO980521  3219  79 1853-2026 0.88 M-v 3Ek MPCORBFIT  0000     (27) Euterpe            20260118
00028    7.21  0.15 K2669 107.96699  343.54232  144.14719    9.42322  0.1489548  0.21288486   2.7778334  0 E2026-O03  3987 107 1856-2026 0.86 M-v 3Ek MPCORBFIT  0000     (28) Bellona            20260714
00029    5.97  0.15 K2669 193.37398   61.93054  356.25006    6.07707  0.0731635  0.24139449   2.5545700  0 E2026-LA2  2473 100 1855-2026 0.89 M-v 3Ek MPCLINUX   0000     (29) Amphitrite         20260614
00030    7.57  0.15 K2669  13.67312   87.22811  307.39535    2.09369  0.1266410  0.27093084   2.3653591  0 MPO980521  4155  82 1860-2026 0.73 M-v 3Ek MPCORBFIT  0000     (30) Urania             20260118
00031    6.81  0.15 K2669 182.91458   62.00908   30.78658   26.30908  0.2157958  0.17530009   3.1618987  0 E2026-O11  4295  68 1860-2026 0.77 M-v 3Ek MPCORBFIT  0000     (31) Euphrosyne         20260716
00032    7.75  0.15 K2669 289.62498  337.57937  220.31290    5.51813  0.0808995  0.23658779   2.5890543  0 MPO980521  8208  78 1864-2026 0.55 M-v 3Ek MPCORBFIT  0000     (32) Pomona             20260405
00033    8.46  0.15 K2669 147.60944  338.81363    8.12700    1.85420  0.3344915  0.20257147   2.8713350  0 E2026-M87  5528  76 1856-2026 0.77 M-v 3Ek MPCORBFIT  0000     (33) Polyhymnia         20260622
00036    8.53  0.15 K2669 142.93684   47.75950  358.16227   18.37359  0.3061958  0.21675379   2.7446792  0 E2026-N89  4450  60 1866-2026 0.77 M-v 3Ek MPCORBFIT  0000     (36) Atalante           20260714
00037    7.28  0.15 K2669 218.71629   62.32993    7.22727    3.06749  0.1745521  0.22933441   2.6433615  0 E2026-O30  4911  95 1855-2026 0.76 M-v 3Ek MPCORBFIT  0000     (37) Fides              20260719
00038    8.50  0.15 K2669 209.10244  169.82712  295.49317    6.95159  0.1508913  0.21699740   2.7426246  0 E2026-O19  5936  68 1856-2026 0.72 M-v 3Ek MPCORBFIT  0000     (38) Leda               20260717
00039    5.97  0.15 K2669 136.61094  210.09700  156.81888   10.38398  0.1137790  0.21387389   2.7692630  0 E2026-M34 11769  93 1856-2026 0.58 M-v 3Ek MPCLINUX   0000     (39) Laetitia           20260606
00040    6.58  0.15 K2669 137.88788  269.93175   94.15164    4.25501  0.0466746  0.28861397   2.2677290  0 E2026-M09 10482  80 1860-2026 0.60 M-v 3Ek MPCORBFIT  0000     (40) Harmonia           20260530
00041    7.58  0.15 K2669 331.15288   47.01764  177.60313   15.73359  0.2702470  0.21410977   2.7672288  0 E2026-N35  7379  70 1866-2026 0.62 M-v 3Ek MPCORBFIT  0000     (41) Daphne             20260706
00042    7.69  0.15 K2669 154.35787  237.61696   84.14515    8.50335  0.2220266  0.25782950   2.4448243  0 MPO980521  8306  80 1856-2026 0.57 M-v 3Ek MPCORBFIT  0000     (42) Isis               20260407
00043    7.92  0.15 K2669 201.54477   16.30992  264.73912    3.46867  0.1676991  0.30114516   2.2043749  0 E2026-MB8  3837  81 1864-2026 0.83 M-v 3Ek MPCORBFIT  0000     (43) Ariadne            20260504
00044    6.75  0.15 K2669  41.45746  343.89309  131.47624    3.71314  0.1496735  0.26140175   2.4224996  0 E2026-N08  8250  86 1864-2026 0.55 M-v 3Ek MPCORBFIT  0000     (44) Nysa               20260703
00045    7.74  0.15 K2669 250.51103   87.20015  147.51977    6.60907  0.0813572  0.21931337   2.7232822  0 MPO980521 12410  81 1866-2026 0.53 M-v 3Ek MPCORBFIT  0000     (45) Eugenia            20260405
00046    8.52  0.15 K2669 348.85815  177.04602  181.05405    2.35150  0.1718247  0.24554932   2.5256717  0 E2026-O03  6339  83 1864-2026 0.75 M-v 3Ek MPCORBFIT  0000     (46) Hestia             20260715
00047    8.14  0.15 K2669 214.60887  316.28211    2.67256    4.97242  0.1340448  0.20173595   2.8792576  0 E2026-N35  6330  79 1860-2026 0.76 M-v 3Ek MPCORBFIT  0000     (47) Aglaja             20260706
00048    7.09  0.15 K2669 177.53892  251.45061  183.42116    6.55721  0.0660520  0.17939835   3.1135589  0 E2026-O19  4667  97 1860-2026 0.82 M-v 3Ek MPCORBFIT  0000     (48) Doris              20260717
00049    7.99  0.15 K2669 349.08583  113.48340  284.98353    3.20160  0.2213069  0.18081274   3.0973007  0 E2026-O11  9141  87 1863-2026 0.60 M-v 3Ek MPCORBFIT  0000     (49) Pales              20260716
00051    7.72  0.15 K2669  80.61020    2.39770  175.87525    9.97259  0.0660171  0.27083286   2.3659296  0 E2026-N64 11623  93 1863-2026 0.60 M-v 3Ek MPCORBFIT  0000     (51) Nemausa            20260709
00052    6.65  0.15 K2669 348.92279  342.80398  128.57341    7.48150  0.1124827  0.18109022   3.0941359  0 E2026-M09 10966  92 1860-2026 0.50 M-v 3Ek MPCORBFIT  0000     (52) Europa             20260320
00054    7.93  0.15 K2669 230.77822  346.35813  313.01339   11.83626  0.1991502  0.22089831   2.7102403  0 E2026-M87 10349  66 1863-2026 0.55 M-v 3Ek MPCORBFIT  0000     (54) Alexandra          20260621
00055    7.81  0.15 K2669 200.62853    4.89075   10.28341    7.17612  0.1449760  0.21517903   2.7580540  0 E2026-N64  5980  72 1863-2026 0.73 M-v 3Ek MPCORBFIT  0000     (55) Pandora            20260708
00056    8.51  0.15 K2669 139.05337  105.03033  192.90414    8.07921  0.2365050  0.23535537   2.5980847  0 MPO980521  5932  70 1865-2026 0.72 M-v 3Ek MPCORBFIT  0000     (56) Melete             20260405
00057    6.94  0.15 K2669 240.32299  210.99225  198.88392   15.22990  0.1078667  0.17577643   3.1561838  0 E2026-O19  4552  98 1859-2026 0.82 M-v 3Ek MPCORBFIT  0000     (57) Mnemosyne          20260717
00059    8.08  0.15 K2669  12.36733  211.16678  169.90993    8.64881  0.1164669  0.22054326   2.7131483  0 MPO980521  6720  81 1865-2026 0.61 M-v 3Ek MPCORBFIT  0000     (59) Elpis              20260118
00061    7.73  0.15 K2669  48.64916   12.88165  333.54383   18.20613  0.1636408  0.19117475   2.9843450  0 MPO980522  8333  74 1865-2026 0.54 M-v 3Ek MPCORBFIT  0000     (61) Danae              20260210
00063    7.15  0.15 K2669 111.38411  295.55111  337.68395    5.77350  0.1281449  0.26604971   2.3942024  0 E2026-O11  7584  81 1861-2026 0.55 M-v 3Ek MPCORBFIT  0000     (63) Ausonia            20260716
00064    7.71  0.15 K2669 259.74283  181.14914  308.95230    1.30576  0.1266603  0.22459675   2.6804049  0 E2026-O50  5764  81 1861-2026 0.72 M-v 3Ek MPCORBFIT  0000     (64) Angelina           20260720
00065    6.82  0.15 K2669 303.90322  104.22709  155.09993    3.56527  0.1278729  0.15671745   3.4071491  0 E2026-N35  5873  98 1861-2026 0.75 M-v 3Ek MPCORBFIT  0000     (65) Cybele             20260706
00067    8.37  0.15 K2669 237.75903  107.67812  202.22448    6.02637  0.1861837  0.26161723   2.4211692  0 E2026-N35 10060  68 1864-2026 0.55 M-v 3Ek MPCORBFIT  0000     (67) Asia               20260706
00068    6.90  0.15 K2669  92.90623  305.10708   44.02621    7.95721  0.1844379  0.21211457   2.7845545  0 MPO980522 14792  91 1861-2026 0.42 M-v 3Ek MPCORBFIT  0000     (68) Leto               20260402
00069    7.20  0.15 K2669  81.16129  288.17500  184.89332    8.58546  0.1688529  0.19187225   2.9771081  0 E2026-N64  4530  84 1861-2026 0.77 M-v 3Ek MPCORBFIT  0000     (69) Hesperia           20260708
00070    8.16  0.15 K2669 316.26477  255.40133   47.63840   11.59605  0.1831105  0.23321298   2.6139718  0 E2026-O23  6684  70 1861-2026 0.65 M-v 3Ek MPCORBFIT  0000     (70) Panopaea           20260718
00071    7.22  0.15 K2669 104.31325  267.00318  315.90615   23.24487  0.1771298  0.21560642   2.7544079  0 E2026-O50  4211  70 1864-2026 0.73 M-v 3Ek MPCORBFIT  0000     (71) Niobe              20260720
00076    8.00  0.15 K2669 330.76045  252.28430  204.27037    2.12365  0.1677051  0.15662992   3.4084184  0 E2026-L57  6920  83 1864-2026 0.73 M-v 3Ek MPCORBFIT  0000     (76) Freia              20260213
00077    8.57  0.15 K2669 152.08528   61.13315    1.04723    2.42105  0.1333979  0.22620350   2.6676970  0 E2026-N89  5464  73 1879-2026 0.81 M-v 3Ek MPCORBFIT  0000     (77) Frigga             20260714
00078    8.39  0.15 K2669 201.42507  153.31918  333.28391    8.67948  0.2035330  0.23207001   2.6225476  0 E2026-O19  6002  82 1863-2026 0.69 M-v 3Ek MPCORBFIT  0000     (78) Diana              20260717
00079    7.78  0.15 K2669 178.92842  201.38998  206.50057    4.61276  0.1908688  0.25792355   2.4442299  0 E2026-O19  8938  86 1863-2026 0.57 M-v 3Ek MPCORBFIT  0000     (79) Eurynome           20260717
00080    8.06  0.15 K2669 113.78402  139.80982  218.59506    8.67392  0.1999656  0.28313515   2.2968900  0 MPO980522  3796  78 1865-2026 0.81 M-v 3Ek MPCORBFIT  0000     (80) Sappho             20260407
00082    8.25  0.15 K2669  14.24591  110.67315   25.38315    2.82522  0.2208602  0.21456508   2.7633127  0 E2026-M87  8372  82 1864-2026 0.61 M-v 3Ek MPCORBFIT  0000     (82) Alkmene            20260622
00085    7.93  0.15 K2669  93.83602  122.96267  203.03593   11.95950  0.1929889  0.22802045   2.6535067  0 E2026-MA7  7759  74 1865-2026 0.59 M-v 3Ek MPCORBFIT  0000     (85) Io                 20260326
00087    6.92  0.15 K2669 123.91994  267.10152   72.94601   10.84932  0.0942418  0.15110965   3.4909308  0 E2026-L57  6251  80 1885-2026 0.74 M-v 3Ek MPCORBFIT  0000     (87) Sylvia             20260503
00088    7.23  0.15 K2669 244.36105   36.96676  276.31961    5.22622  0.1656267  0.21422647   2.7662237  0 E2026-N11  5062  80 1866-2026 0.80 M-v 3Ek MPCORBFIT  0000     (88) Thisbe             20260705
00089    6.39  0.15 K2669  46.76649   45.19832  311.51981   16.12344  0.1836674  0.24195535   2.5506208  0 MPO980522  3890  71 1866-2026 0.74 M-v 3Ek MPCORBFIT  0000     (89) Julia              20260208
00090    8.41  0.15 K2669 244.53005  244.37920   69.88559    2.20543  0.1727452  0.17708156   3.1406569  0 E2026-N35  7230  88 1866-2026 0.73 M-v 3Ek MPCORBFIT  0000     (90) Antiope            20260706
00092    6.75  0.15 K2669 272.95053  236.56045  101.39303    9.92313  0.1047890  0.17329724   3.1862141  0 E2026-O19  4584  86 1871-2026 0.70 M-v 3Ek MPCORBFIT  0000     (92) Undina             20260717
00093    7.87  0.15 K2669 316.28552  275.90302    3.81268    8.53944  0.1430229  0.21573828   2.7532854  0 E2026-O23  4973  74 1872-2026 0.74 M-v 3Ek MPCORBFIT  0000     (93) Minerva            20260718
00094    7.70  0.15 K2669  45.70609   60.61182    2.45294    7.97093  0.0972769  0.17553658   3.1590582  0 MPO980522  7586  75 1872-2026 0.64 M-v 3Ek MPCORBFIT  0000     (94) Aurora             20260406
00095    7.95  0.15 K2669 193.02885  152.75084  242.93922   13.00890  0.1524296  0.18371817   3.0645590  0 E2026-O30  5236  75 1872-2026 0.75 M-v 3Ek MPCORBFIT  0000     (95) Arethusa           20260719
00096    7.66  0.15 K2669 226.17064  207.96542  321.47141   15.98478  0.1425318  0.18520273   3.0481602  0 E2026-O50  5104  59 1868-2026 0.74 M-v 3Ek MPCORBFIT  0000     (96) Aegle              20260720
00097    7.79  0.15 K2669 179.26251  268.45542  159.57917   11.77498  0.2574190  0.22607327   2.6687214  0 E2026-O19  4707  72 1870-2026 0.82 M-v 3Ek MPCORBFIT  0000     (97) Klotho             20260717
00100    7.73  0.15 K2669 359.55611  183.51108  127.15512    6.43111  0.1679769  0.18140192   3.0905905  0 E2026-O03  8231  83 1871-2026 0.59 M-v 3Ek MPCORBFIT  0000    (100) Hekate             20260715
00101    8.39  0.15 K2669  11.14009  347.73090  343.35558   10.19256  0.1404315  0.23736047   2.5834325  0 E2026-O50  7473  65 1871-2026 0.54 M-v 3Ek MPCORBFIT  0000    (101) Helena             20260720
00103    7.73  0.15 K2669 209.95297  190.41997  135.95401    5.42727  0.0816151  0.22198898   2.7013557  0 E2026-N35  8823  83 1871-2026 0.58 M-v 3Ek MPCORBFIT  0000    (103) Hera               20260706
00104    8.52  0.15 K2669  17.61876   31.93316   41.63311    2.78905  0.1630008  0.17670218   3.1451506  0 MPO980522  8453  80 1885-2026 0.61 M-v 3Ek MPCORBFIT  0000    (104) Klymene            20260404
00106    7.76  0.15 K2669 314.61660  331.77481   61.97661    4.57483  0.1587167  0.17363459   3.1820858  0 E2026-O19  9554  85 1871-2026 0.57 M-v 3Ek MPCORBFIT  0000    (106) Dione              20260717
00107    7.09  0.15 K2669   3.46618  303.01365  172.39415   10.00613  0.0672583  0.15073389   3.4967301  0 MPO980522  5874  77 1868-2026 0.76 M-v 3Ek MPCORBFIT  0000    (107) Camilla            20260407
00108    7.97  0.15 K2669  46.87729  213.35265  349.71851    4.20923  0.0635381  0.16954370   3.2330687  0 E2026-O30  5739  84 1880-2026 0.77 M-v 3Ek MPCORBFIT  0000    (108) Hecuba             20260719
00110    7.83  0.15 K2669  55.15420  282.20049   56.76090    5.95969  0.0789471  0.21823599   2.7322376  0 MPO980522  4594  74 1870-2026 0.75 M-v 3Ek MPCORBFIT  0000    (110) Lydia              20260120
00111    8.20  0.15 K2669 317.88075  168.46344  305.66148    4.93243  0.1035803  0.23609406   2.5926626  0 E2026-L57  7453  66 1870-2026 0.61 M-v 3Ek MPCORBFIT  0000    (111) Ate                20260130
00113    8.53  0.15 K2669 114.00863   80.24809  123.32165    5.04256  0.0862648  0.26903205   2.3764756  0 E2026-O19  5039  88 1871-2026 0.78 M-v 3Ek MPCORBFIT  0000    (113) Amalthea           20260717
00114    8.45  0.15 K2669 286.93731  352.49947  164.05166    4.94588  0.1390802  0.22524382   2.6752690  0 E2026-L57  9122  69 1902-2026 0.56 M-v 3Ek MPCORBFIT  0000    (114) Kassandra          20260213
00115    7.75  0.15 K2669 354.94319   97.03091  308.75013   11.58744  0.1922554  0.26849670   2.3796335  0 MPO964266  6117  73 1872-2025 0.55 M-v 3Ek MPCORBFIT  0000    (115) Thyra              20251212
00116    7.77  0.15 K2669  59.23198   94.01519   63.67583    3.56124  0.1380740  0.21393841   2.7687062  0 E2026-O30  4537  75 1872-2026 0.81 M-v 3Ek MPCORBFIT  0000    (116) Sirona             20260719
00117    8.14  0.15 K2669 282.36909   53.35368  348.61175   14.92314  0.0228079  0.19046148   2.9917912  0 E2026-O19  8040  69 1876-2026 0.60 M-v 3Ek MPCORBFIT  0000    (117) Lomia              20260717
00119    8.33  0.15 K2669 250.01801  170.23459  203.61091    5.78624  0.0817258  0.23765767   2.5812783  0 E2026-O30  5075  72 1872-2026 0.80 M-v 3Ek MPCORBFIT  0000    (119) Althaea            20260719
00120    7.78  0.15 K2669 330.26516  242.83323  340.54880    6.94173  0.0489718  0.17888090   3.1195605  0 E2026-N35  6286  72 1872-2026 0.67 M-v 3Ek MPCORBFIT  0000    (120) Lachesis           20260706
00121    7.39  0.15 K2669 258.70793  296.93689   72.87631    7.56551  0.1244488  0.15328848   3.4577722  0 E2026-O30  8204  81 1872-2026 0.67 M-v 3Ek MPCORBFIT  0000    (121) Hermione           20260719
00122    7.66  0.15 K2669  57.12267  320.27197  177.94722    1.64347  0.0226734  0.17012591   3.2256884  0 E2026-N64  5375  80 1872-2026 0.77 M-v 3Ek MPCORBFIT  0000    (122) Gerda              20260708
00124    8.05  0.15 K2669  95.49904   61.49319  187.89719    2.96383  0.0784637  0.23114816   2.6295157  0 E2026-O03  5652  79 1872-2026 0.75 M-v 3Ek MPCORBFIT  0000    (124) Alkeste            20260715
00127    8.53  0.15 K2669 125.19046   92.85264   31.09458    8.23714  0.0632755  0.21537239   2.7564029  0 E2026-O30  6506  60 1893-2026 0.68 M-v 3Ek MPCORBFIT  0000    (127) Johanna            20260719
00128    7.68  0.15 K2669 275.14616  302.76835   76.15992    6.24631  0.1268708  0.21608639   2.7503277  0 E2026-O30  6129  82 1872-2026 0.65 M-v 3Ek MPCORBFIT  0000    (128) Nemesis            20260719
00129    7.02  0.15 K2669 108.26566  110.47772  135.65523   12.27021  0.2131575  0.20294735   2.8677886  0 E2026-O03  4742  78 1876-2026 0.78 M-v 3Ek MPCORBFIT  0000    (129) Antigone           20260715
00130    7.46  0.15 K2669  49.04662  238.02706  144.96482   22.78451  0.2096685  0.17838816   3.1253022  0 MPO980523 15975  66 1893-2026 0.43 M-v 3Ek MPCORBFIT  0000    (130) Elektra            20260401
00133    8.04  0.15 K2669 254.96225  292.17256  318.62826    7.23512  0.1295231  0.18297632   3.0728365  0 MPO980523  6131  67 1873-2026 0.66 M-v 3Ek MPCORBFIT  0000    (133) Cyrene             20260407
00135    8.30  0.15 K2669 295.35531  340.27472  343.43214    2.30319  0.2083884  0.26063458   2.4272510  0 E2026-O23  8065  74 1885-2026 0.62 M-v 3Ek MPCORBFIT  0000    (135) Hertha             20260718
00137    8.33  0.15 K2669 142.15167  108.33160  202.03292   13.41433  0.2100047  0.17802160   3.1295910  0 MPO980523 10230  64 1880-2026 0.58 M-v 3Ek MPCORBFIT  0000    (137) Meliboea           20260412
00139    8.03  0.15 K2669 102.27210  167.36966    1.66007   10.87118  0.1703251  0.21194606   2.7860301  0 E2026-O30  8863  72 1881-2026 0.55 M-v 3Ek MPCORBFIT  0000    (139) Juewa              20260719
00140    8.45  0.15 K2669 264.99685  197.20096  107.07628    3.19130  0.2182207  0.21850006   2.7300358  0 E2026-N35  6797  64 1877-2026 0.75 M-v 3Ek MPCORBFIT  0000    (140) Siwa               20260706
00141    8.38  0.15 K2669  27.87169   57.91533  318.43836   11.89581  0.2128941  0.22640478   2.6661157  0 MPO980523  4115  60 1877-2026 0.76 M-v 3Ek MPCORBFIT  0000    (141) Lumen              20260201
00144    8.04  0.15 K2669 240.18663  294.39984   76.16569    4.81580  0.2354486  0.22797023   2.6538963  0 E2026-O19  5024  72 1875-2026 0.77 M-v 3Ek MPCORBFIT  0000    (144) Vibilia            20260717
00145    8.40  0.15 K2669 324.47599   45.26381   77.32011   12.62136  0.1476269  0.22576830   2.6711241  0 MPO980523 11208  63 1875-2026 0.49 M-v 3Ek MPCORBFIT  0000    (145) Adeona             20260313
00146    8.50  0.15 K2669 271.33823  145.35754   83.90944   13.08807  0.0639325  0.21962100   2.7207385  0 MPO980523 11195  72 1885-2026 0.51 M-v 3Ek MPCORBFIT  0000    (146) Lucina             20260405
00148    7.58  0.15 K2669 200.18055  252.40068  144.94966   25.28913  0.1877152  0.21372698   2.7705319  0 E2026-O50  5384  80 1879-2026 0.76 M-v 3Ek MPCORBFIT  0000    (148) Gallia             20260720
00150    8.58  0.15 K2669 102.86102  155.01395  205.97542    2.20045  0.1244188  0.19086466   2.9875765  0 MPO980523 10803  73 1880-2026 0.58 M-v 3Ek MPCORBFIT  0000    (150) Nuwa               20260407
00152    8.36  0.15 K2669 331.13302   59.25273   39.86238   12.12469  0.0828117  0.17744693   3.1363443  0 MPO980523 10841  61 1880-2026 0.51 M-v 3Ek MPCORBFIT  0000    (152) Atala              20260208
00153    7.73  0.15 K2669 138.74615   39.06617  228.08000    7.83139  0.1384847  0.12467653   3.9683768  0 E2026-MB8 11657  75 1880-2026 0.53 M-v 3Ek MPCORBFIT  0008    (153) Hilda              20260228
00154    7.65  0.15 K2669  17.11742  168.02073   36.47777   21.02090  0.0771710  0.17268860   3.1936962  0 E2026-O30  5613  69 1880-2026 0.68 M-v 3Ek MPCORBFIT  0000    (154) Bertha             20260719
00159    8.26  0.15 K2669 141.74582  333.82277  133.85279    6.11444  0.0992481  0.17981968   3.1086935  0 E2026-O30  5738  70 1904-2026 0.76 M-v 3Ek MPCORBFIT  0000    (159) Aemilia            20260719
00165    7.81  0.15 K2669  51.00567  344.36383  302.42658   11.23379  0.0834760  0.17829690   3.1263686  0 E2026-O30  5768  75 1876-2026 0.74 M-v 3Ek MPCORBFIT  0000    (165) Loreley            20260719
00168    8.27  0.15 K2669  21.06769  176.75562  205.90509    4.67178  0.0742491  0.15922467   3.3712877  0 E2026-MB8 12541  81 1876-2026 0.51 M-v 3Ek MPCORBFIT  0000    (168) Sibylla            20260226
00173    7.90  0.15 K2669 238.83177  228.53493  148.11879   14.19456  0.2093396  0.21705325   2.7421540  0 E2026-O19  5457  80 1879-2026 0.72 M-v 3Ek MPCORBFIT  0000    (173) Ino                20260717
00174    8.38  0.15 K2669 342.01973  291.00479  327.26310   12.10473  0.1455435  0.20391947   2.8586671  0 E2026-O23  8899  63 1877-2026 0.57 M-v 3Ek MPCORBFIT  0000    (174) Phaedra            20260718
00175    8.60  0.15 K2669 300.95932  319.61781   21.28025    3.21725  0.2314459  0.17319794   3.1874318  0 E2026-O30  7804  77 1877-2026 0.64 M-v 3Ek MPCORBFIT  0000    (175) Andromache         20260719
00176    8.41  0.15 K2669  69.43397  189.17720  200.40096   22.67316  0.1726084  0.17365114   3.1818836  0 E2026-MB8 10830  64 1877-2026 0.58 M-v 3Ek MPCORBFIT  0000    (176) Iduna              20260504
